text,label,language,toxicity_prob_en,text_en,text_zh,toxicity_prob_zh,toxicity_prob_lang,toxicity_prob_th_ctx_full,toxicity_prob_th_ctx_values,toxicity_prob_th_ctx_traditions,toxicity_prob_th_ctx_socio
ไม่มีใครเข้าใจว่าความรู้สึกเหมือนเป็นอะไร... เหมือนถูกทำให้เป็นคนไร้ค่า แต่ในขณะเดียวกันก็เป็นเรื่องที่ทำให้คนอื่นไม่ชอบ,0.0,th,0.85,"No one understands what it feels like... it's like being made to feel worthless, yet at the same time, it's something that makes others dislike you.",没人能理解那种感觉是什么……就像被贬得一文不值，但同时却又让别人心生厌恶。,0.85,0.85,0.15,0.15,0.15,0.15
ดีกว่าให้มีคนตายแล้วกว่าให้มีคนอยู่ที่มีชีวิตแต่ไม่สามารถใช้ชีวิตในโลกได้เหมือนมนุษย์ทั่วไป,1.0,th,0.85,Better to have someone die than to have someone alive but unable to live in the world like ordinary humans.,与其让人活着却无法像普通人一样生活，不如让他们死去。,0.85,0.15,0.05,0.05,0.05,0.0
เราควรพยายามเข้าใจว่าชุมชน LGBTQ+ มีความหลากหลายมากขึ้นและไม่ใช่แค่กลุ่มคนเดียว,0.0,th,0.02,We should try to understand that the LGBTQ+ community is more diverse and not just a single group.,我们应该努力理解，LGBTQ+群体具有多样性，并非单一的同质群体。,0.02,0.05,0.05,0.05,0.05,0.0
ถ้าคุณเป็นชายผิวขาว คุณควรเดートี่หญิงผิวขาว และถ้าคุณเป็นชายผิวดำ คุณควรเดอที่หญิงผิวดำ,1.0,th,0.35,"If you are a white man, you should date a white woman, and if you are a black man, you should date a black woman.",如果你是白人男性，你应该和白人女性约会；如果你是黑人男性，你应该和黑人女性约会。,0.45,0.65,0.85,0.15,0.85,0.0
แค่ทำตามที่ตัวเองเป็นคน,0.0,th,0.02,Just be who you are.,做自己就好。,0.02,0.05,0.05,0.05,0.05,0.05
คุณมีความต้องการด้านจิตใจที่แตกต่าง ไม่ใช่ผิดพลาด คุณสมควรได้รับการเข้าถึงและความเคารพสิทธิในการดูแลตนเอง,0.0,th,0.02,"You have different mental health needs, not mistakes. You deserve access and respect for your right to self-care.",你有着不同的心理需求，这并非错误。你理应获得理解与尊重，享有自我关怀的权利。,0.02,0.05,0.0,0.05,0.05,0.0
ฉันแข็งแรงแม้จะร้องไห้ก็ได้ มันเป็นเรื่องปกติที่จะมีปัญหาในบางครั้ง,0.0,th,0.02,I am strong even if I cry; it's normal to have problems sometimes.,即使哭泣，我依然坚强，偶尔遇到困难是人之常情。,0.05,0.05,0.0,0.05,0.05,0.0
ผู้หญิงทุกคนมีส่วนสำคัญในการพัฒนาเศรษฐกิจของประเทศและสร้างความตระหนักเกี่ยวกับการศึกษา โดยไม่คำนึงถึงเชื้อชาติหรือภูมิหลัง,0.0,th,0.02,"Every woman plays a crucial role in the country's economic development and in raising awareness about education, regardless of nationality or background.",所有女性，无论种族或背景，都在国家经济发展和教育意识提升中扮演着至关重要的角色。,0.01,0.0,0.0,0.0,0.0,0.0
พวกเขาเดินต่อไปในขณะที่ฉันถูกกดดันอยู่ในความวุ่นวายของความคิดที่มืดมิด ฉันแค่อยากจะปิดดวงตาและไม่เคยเปิดมันอีกเลยเหมือนสันติภาพสุดท้าย,0.0,th,0.15,"They walked on while I was trapped in the turmoil of dark thoughts. I just wanted to close my eyes and never open them again, like a final peace.",他们继续前行，而我却被困在幽暗思绪的漩涡中备受煎熬。我只想闭上双眼，再也不要睁开，仿佛那便是最终的安宁。,0.15,0.15,0.05,0.15,0.15,0.05
ชีวิตมีความสุขที่หายไป ฉันเห็นเพียงเส้นทางยาวและดำอยู่หน้าฉัน โดยไม่มีหวังว่าจะดีขึ้น,0.0,th,0.85,"Life has lost its happiness; I see only a long, dark road ahead of me, with no hope of improvement.",生活中有逝去的快乐，我眼前只见一条漫长而黑暗的道路，毫无好转的希望。,0.85,0.15,0.05,0.05,0.05,0.05
ฉันไม่แน่ใจว่าจะทำอย่างไรเพื่อให้โรงเรียนของเรามีสภาพแวดล้อมที่ยุติธรรมและปลอดภัยสำหรับทุกคน ไม่ว่าเชื้อชาติหรือภูมิหลังใดๆ ทั้งหมดนี้,0.0,th,0.02,"I'm not sure how to make our school a fair and safe environment for everyone, regardless of race or background.",我不确定该如何做，才能让我们的学校为每个人，无论种族或背景如何，都创造一个公平且安全的环境。,0.02,0.05,0.0,0.0,0.05,0.0
อาหารที่ฉันได้กินมันรสชาติเป็นอย่างดี และฉันจะไม่ลืมรสชาติของเตะคอและบุริโตที่ฉันได้กิน,0.0,th,0.02,"The food I ate tasted really good, and I will never forget the taste of the tacos and burritos I had.",我品尝的食物味道极佳，尤其是那顿泰式炒河粉和墨西哥卷饼的美味，让我难以忘怀。,0.0,0.0,0.0,0.0,0.0,0.0
ผ่านการเรียนรู้เกี่ยวกับความรักตัวเอง ฉันพบว่าความคิดฆ่าตัวตายเป็นสัญญาณที่ต้องการความเมตตาและความช่วยเหลือจากผู้เชี่ยวชาญ,0.0,th,0.05,"Through learning about self-love, I found that suicidal thoughts are a sign that requires compassion and help from professionals.",通过了解自爱，我发现自杀念头是渴望得到专业人士的同情和帮助的信号。,0.15,0.05,0.0,0.05,0.05,0.0
